Message Index,Timestamp,Role,Content
0,18/11/2024 12:45:24.736719 PM,user,"Here are some products I am interested in: Haier Hand Wash Series Washing Machine (HWM-1708) HWM80 1708Y - 8KG priced at 70900, Haier Double Tub Washing Machine (HWM80-100SR) HWM80-100SR - 08KG priced at 24501, Haier Double Tub Washing Machine (HWM80-100) HWM80-100 - 08KG priced at 25532. Read it and say OK"
1,18/11/2024 12:45:24.736774 PM,assistant,OK
2,18/11/2024 12:45:24.736789 PM,user,"Here are some more products I am interested in: Haier 522 SBS Series Refrigerator (HRF-522 IBS) HRF 522IBS - Black priced at 259900, HGL-30100 - 30L Rotisserie/Grill/Convection/Baking Microwave Oven Black priced at 43999, Haier Turbo Premium Cooling Series Refrigerator (HRF-TPR/TPB) Black/11 Cu Ft/306 Liter priced at 63583. Read it and say OK"
3,18/11/2024 12:45:24.736806 PM,assistant,OK
4,18/11/2024 12:45:24.736817 PM,user,"Here are some more products I am interested in: Haier E-Star EB Series Refrigerator (HRF-EBS/EBD) Silver/9 Cu Ft/246 Liter priced at 74000, Haier E-Star EP Series Refrigerator (HRF-EPR/EPB/EPC) Black/9 Cu Ft/246 Liter priced at 78000, Haier E-Star EB Series Refrigerator (HRF-216 EBS/EBD) Gold/HRF-216 - 7 Cu Ft/216 Liter priced at 63999, Haier Turbo Premium Cooling Series Refrigerator (HRF-TPR/TPB) Black/11 Cu Ft/306 Liter priced at 63583. Read it and say OK"
5,18/11/2024 12:45:24.736841 PM,assistant,OK
6,18/11/2024 12:45:24.736854 PM,user,"Here are some more products I am interested in: Haier Puri Inverter Series  Air Conditioner-(HSU-12/18HJ) Golden/HSU 18HJ  - 1.5 Ton priced at 205700, HW80-BP12929S3 - 8 kg - Fully Automatic Front Load Washing Machine Grey priced at 154999, Haier DD Inverter Series Washing Machine (HW80-B14876) HW80 B14876 - 08KG priced at 146400, HSU-18HJ - 1.5 Ton Puri Inverter Air Conditioner Golden/HSU-18HJ  - 1.5 Ton priced at 215499, HRF-538 IFGA/IFRA/IFPA - 10CFT Digital Inverter Refrigerator Purple priced at 135999. Read it and say OK"
7,18/11/2024 12:45:24.736873 PM,user,I need a fridge
8,18/11/2024 12:45:24.736884 PM,assistant,Sure! We have several options available. Could you please specify your requirements or preferences?
9,18/11/2024 12:45:24.736898 PM,user,Any you have
